fold,prophet_mae,prophet_rmse,prophet_mape,prophet_r2,xgb_mae,xgb_rmse,xgb_mape,xgb_r2,rmse_winner
aug_2025,1054.9259,1389.0176,4.9326,0.8075,684.1494843644994,927.5985541531807,3.185742422967177,0.9141423887212009,XGBoost
nov_2025,1192.9037,1528.0188,4.0235,0.9353,935.0687693142361,1217.3181096522865,3.1685280396852487,0.9589295171358354,XGBoost
feb_2026,1252.3714,1722.5748,4.1182,0.9072,947.871593656994,1295.1996837672311,3.0841852724027357,0.9475392780731611,XGBoost
may_2026,1054.7188,1395.9667,4.8444,0.821,772.1588263398856,1006.0944902594173,3.5170171061781677,0.9070052536786991,XGBoost
