config_id,params_json,mean_mae,mean_rmse,mean_mape,mean_r2,std_rmse,worst_fold_rmse,min_fold_r2,folds_completed
xgb_config_01,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 1, ""n_estimators"": 400, ""reg_lambda"": 2, ""subsample"": 1.0}",834.8121684189038,1111.5527094580289,3.238868210308332,0.9319041094022241,173.08292646555185,1295.1996837672311,0.9070052536786991,4
xgb_config_06,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_lambda"": 1, ""subsample"": 0.8}",869.3513350678193,1159.9747363764359,3.362921428102616,0.9256022955402675,183.89663789862325,1382.6261030749122,0.9009435210911624,4
xgb_config_04,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 5, ""n_estimators"": 400, ""reg_lambda"": 2, ""subsample"": 1.0}",905.2619932477553,1216.4101182801883,3.516314436629222,0.9176660522280458,191.11882195035332,1463.903960285027,0.8881071829266867,4
xgb_config_02,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_lambda"": 1, ""subsample"": 0.8}",979.4637693270494,1310.3252249979198,3.7992936101037946,0.9037397358840318,192.60477806165258,1559.2893015856796,0.8701705188196984,4
xgb_config_05,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_lambda"": 2, ""subsample"": 0.8}",1006.7421954290699,1343.820955523337,3.9367745260831137,0.8973477343611057,173.9739900719894,1571.6319170478605,0.8588150723334451,4
xgb_config_08,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 5, ""n_estimators"": 200, ""reg_lambda"": 1, ""subsample"": 0.8}",1006.8018522306052,1346.6728582157375,3.940069243434532,0.8967570735670964,176.03636873287059,1581.882398269184,0.8577658662818112,4
xgb_config_03,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 1, ""n_estimators"": 200, ""reg_lambda"": 2, ""subsample"": 1.0}",1017.5546183226351,1361.830144330414,3.956997321219912,0.8966324623926747,226.47291969860018,1670.51638175208,0.8571847652332987,4
xgb_config_07,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03, ""max_depth"": 4, ""min_child_weight"": 1, ""n_estimators"": 400, ""reg_lambda"": 1, ""subsample"": 1.0}",1040.1003301288156,1389.010819852222,4.064078564488469,0.8902583937224265,183.4148251558308,1636.272644035347,0.8482290048490915,4
